28001,1,0,201211,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,18,0,1,0,0,30,177.65
28001,1,0,201211,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,22,0,1,0,0,40,111.09
28001,1,0,201211,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,0,1,0,0,50,119.76
28001,1,0,201211,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,1,0,0,50,162.6
28001,1,0,201211,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,1,0,0,70,254.91
28001,1,0,201211,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,1,0,0,0,20,46.99
28001,1,0,201211,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,47,1,0,0,0,30,89.79
28001,1,0,201211,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,65,1,0,0,0,40,136.02
28001,1,0,201211,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,42,1,0,0,0,50,141.39
28001,1,0,201211,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,41,1,0,0,0,50,178.85
28001,1,0,201211,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,26,1,0,0,0,70,197.78
28001,1,0,201212,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,24,0,1,0,0,30,123.1
28001,1,0,201212,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,21,0,1,0,0,40,109.08
28001,1,0,201212,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,31,0,1,0,0,50,142.84
28001,1,0,201212,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,1,0,0,50,84.45
28001,1,0,201212,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,1,0,0,70,126.45
28001,1,0,201212,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,55,1,0,0,0,30,81.08
28001,1,0,201212,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,66,1,0,0,0,40,101.56
28001,1,0,201212,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,45,1,0,0,0,50,105.83
28001,1,0,201212,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,45,1,0,0,0,50,170.56
28001,1,0,201212,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,31,1,0,0,0,70,151.8
28001,1,0,201301,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,1,0,0,20,39.76
28001,1,0,201301,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,0,1,0,0,30,102.05
28001,1,0,201301,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,17,0,1,0,0,40,81.14
28001,1,0,201301,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,19,0,1,0,0,50,104.65
28001,1,0,201301,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,0,1,0,0,50,116.98
28001,1,0,201301,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,1,0,0,70,145.46
28001,1,0,201301,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,1,0,0,0,20,43.82
28001,1,0,201301,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,38,1,0,0,0,30,84.95
28001,1,0,201301,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,79,1,0,0,0,40,88.19
28001,1,0,201301,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,64,1,0,0,0,50,101.51
28001,1,0,201301,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,39,1,0,0,0,50,165.17
28001,1,0,201301,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,37,1,0,0,0,70,137.66
28001,1,0,201302,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,1,0,0,20,207.03
28001,1,0,201302,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,26,0,1,0,0,30,90.92
28001,1,0,201302,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,0,1,0,0,40,105.71
28001,1,0,201302,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,23,0,1,0,0,50,167.56
